,1,Article,Keyword,Sentence
2275,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Female Non-Hispanic black2 Non-Hispanic Asian or Pacific Islander2,4 National Vital Statistics Reports, Vol."
2276,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Total1 Cause of death (based on International Classification of Diseases, Tenth Revision) Both sexes Male Non-Hispanic white2 Female Both sexes Male Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic black2 Female Both sexes Male Non-Hispanic Asian or Pacific Islander2,4 Both Both Female sexes Male Female sexes Hispanic Both Male Female sexes Male Female Legal intervention ."
2277,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"(D00-D48) 5.1 1.9 12.3 3.1 2.7 13.1 1.5 3.0 15.0 2.4 2.5 14.4 3.2 3.0 198.3 1.0 172.9 1.0 232.2 4.3 7.7 4.3 1.8 1.9 2.8 17.6 Both sexes Male Female 820.7 1,055.3 1,072.5 1,038.5 Both sexes Male Female Both sexes Male Female Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male Female Hispanic Both sexes Male Female 754.6 809.4 704.3 670.7 747.4 596.7 341.5 364.9 320.1 317.1 343.2 290.4 3.6 15.6 1.6 1.5 15.7 2.7 1.2 15.3 3.7 1.7 16.1 1.7 1.4 11.0 3.8 * 9.8 5.3 1.5 12.1 2.3 0.8 4.2 1.2 0.8 4.6 1.3 0.7 3.8 1.0 0.8 4.8 2.0 0.7 4.8 2.7 1.0 4.7 1.3 1.7 249.7 0.3 215.1 8.1 164.0 11.2 174.0 5.3 154.9 2.0 118.7 2.6 128.7 * 109.0 0.4 90.5 0.7 96.1 * 85.4 1.6 66.8 2.6 69.4 0.6 64.2 3.8 6.4 3.3 5.4 10.5 4.0 2.2 2.4 2.5 2.5 2.9 4.8 3.7 4.3 6.1 1.5 1.6 3.6 2.0 3.3 3.0 2.8 5.8 4.2 * * 1.9 2.1 1.4 4.6 3.0 2.3 5.2 1.3 0.5 4.0 1.0 1.2 3.1 1.4 1.9 3.4 0.6 0.5 2.8 15.5 19.9 21.0 18.8 17.0 18.4 15.8 12.1 13.9 10.3 9.0 9.5 8.5 6.7 7.5 5.9 11.0 13.5 5.1 12.4 8.5 16.0 11.6 17.0 5.5 15.0 8.4 12.0 12.4 11.8 4.7 12.2 8.9 7.7 12.3 7.6 5.7 7.7 8.5 6.8 11.9 6.8 5.3 6.9 5.6 5.0 7.3 4.9 4.0 5.1 52.9 3.7 0.3 ... ... 18.2 43.0 1.9 25.4 2.6 8.5 ... 63.0 4.2 15.6 1.3 5.5 10.7 68.6 5.6 0.3 ... ... 21.7 57.6 2.8 30.4 2.6 10.8 ... 38.6 0.3 15.1 1.8 3.2 11.2 46.5 0.4 0.4 ... ... 23.4 31.3 0.2 28.6 3.4 6.1 ... 29.6 * 7.8 1.2 3.4 5.3 32.2 * * ... ... 10.8 27.1 * 15.3 2.3 6.6 ... 20.0 0.3 6.4 1.0 2.3 3.0 24.0 0.4 * ... ... 6.3 16.4 0.3 12.1 1.9 4.4 ... 10.1 0.4 4.9 1.0 1.8 3.3 11.7 0.5 0.1 ... ... 6.5 8.4 0.3 9.8 2.0 3.6 ... 6.0 7.3 3.0 2.9 5.6 7.0 7.6 10.2 3.8 3.8 3.4 2.8 4.5 3.5 2.4 2.2 4.0 1.8 5.5 2.3 2.6 * 1.6 1.4 2.2 2.0 1.0 0.8 2.2 1.2 2.8 1.6 1.5 0.8 5.8 7.2 4.4 5.4 6.7 8.1 7.7 9.4 5.8 7.0 2.5 3.6 2.9 4.1 2.2 3.2 2.2 3.5 3.0 4.0 1.5 2.9 2.3 3.4 2.5 3.9 2.1 3.0 2.1 2.5 2.3 2.9 1.9 2.2 4.4 8.4 3.5 5.8 4.6 9.2 5.3 11.0 3.9 7.4 5.3 4.5 5.4 5.0 5.2 3.9 2.2 3.5 2.5 4.6 2.0 2.3 1.6 3.0 1.7 3.8 1.5 2.3 1.6 2.8 1.7 3.2 1.5 2.5 5.5 4.7 6.7 7.3 6.0 3.5 3.5 3.5 2.7 2.9 2.5 2.2 2.2 2.2 1.5 1.5 1.5 41 See footnotes at end of table."
2278,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Female Non-Hispanic American Indian or Alaska Native2,3 National Vital Statistics Reports, Vol."
2279,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Non-Hispanic white2 Both sexes Male Female Non-Hispanic black2 Both sexes Male Female Non-Hispanic American Indian or Alaska Native2,3 Both sexes Male Female Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male Female Hispanic Both sexes Male Female Male Female 1.4 27.3 1.2 2.4 10.7 21.3 265.5 1.8 22.3 2.0 2.2 6.8 47.1 252.4 1.9 26.6 2.1 2.7 12.1 46.4 324.7 1.6 30.1 1.5 2.8 14.9 28.9 330.5 2.1 23.3 2.6 2.5 9.4 63.4 319.0 2.5 32.8 1.5 3.3 2.8 19.3 240.4 2.3 34.0 1.3 3.0 3.4 10.8 253.2 2.7 31.6 1.7 3.6 2.3 27.2 228.7 1.3 38.4 1.3 2.8 3.5 11.4 158.9 * 40.7 * 3.0 4.2 7.6 178.7 * 36.3 * 2.5 2.7 15.1 139.9 0.6 13.6 0.6 0.4 3.9 11.4 107.2 0.5 14.5 0.6 0.5 4.9 7.4 115.7 0.6 12.8 0.6 0.3 3.0 15.1 99.5 0.5 14.6 0.5 0.9 2.7 11.4 88.0 0.5 15.5 0.4 1.0 3.0 7.1 93.0 0.6 13.8 0.7 0.8 2.5 15.8 83.0 211.7 183.1 250.0 267.0 233.6 177.4 193.2 162.8 122.8 145.1 101.3 73.1 83.4 63.7 64.3 70.7 57.8 8.8 36.8 1.6 3.7 17.0 11.2 50.3 2.2 2.5 18.5 11.2 53.1 2.5 4.0 22.5 9.6 43.5 2.1 4.8 21.2 12.8 62.4 2.9 3.3 23.8 13.7 42.5 1.3 2.5 13.3 13.0 39.8 1.1 2.9 13.6 14.4 45.0 1.4 2.0 13.0 7.1 24.0 1.2 1.7 12.3 6.6 22.0 * 2.3 13.7 7.7 25.9 * * 10.9 5.9 25.1 0.6 1.7 11.3 5.6 23.6 0.6 1.8 12.2 6.2 26.5 0.6 1.5 10.5 4.2 17.3 0.5 0.8 6.2 4.0 15.9 0.5 1.1 6.1 4.4 18.8 0.5 0.6 6.3 45.8 50.6 67.7 63.4 71.9 24.7 26.2 23.4 31.9 30.1 33.7 9.8 11.6 8.1 9.1 9.1 9.1 6.9 5.4 8.2 9.2 7.2 4.0 4.4 3.7 3.6 4.4 2.8 2.6 3.1 2.2 1.8 1.9 1.6 16.2 9.3 9.0 3.9 14.6 7.4 18.7 10.4 10.6 4.6 7.6 3.8 9.7 4.9 5.7 2.7 37.4 28.6 42.6 34.2 32.4 23.2 3.1 1.4 4.2 2.3 2.1 0.5 10.6 5.9 14.4 9.3 6.8 2.4 1.1 1.2 1.5 1.4 1.5 0.8 0.7 0.9 1.1 * * 0.6 0.6 0.6 0.5 0.5 0.6 16.1 15.0 17.6 18.5 16.8 21.7 21.8 21.7 12.6 12.0 13.2 6.9 7.1 6.7 6.3 6.4 6.2 ... 0.7 0.3 ... 0.5 0.9 ... 1.7 * ... * 0.2 ... 0.5 0.3 ... 0.6 4.1 3.2 2.3 2.6 2.1 9.2 10.7 7.8 3.9 4.2 3.6 2.5 2.9 2.1 4.3 4.8 3.9 3.4 2.9 3.1 3.3 2.8 3.8 4.4 3.3 4.1 4.3 3.8 1.8 2.0 1.7 3.1 3.3 3.0 9.4 10.5 12.3 11.1 13.4 10.1 10.8 9.5 9.0 9.1 8.8 2.8 2.7 2.8 3.8 4.3 3.3 National Vital Statistics Reports, Vol."
2280,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Cause of death (based on International Classification of Diseases, Tenth Revision) Male Female 45.6 58.7 32.9 55.6 69.3 42.2 36.8 52.6 22.3 72.6 97.1 49.0 14.9 19.6 10.5 24.4 35.2 13.4 11.7 10.4 17.0 10.7 6.7 10.1 12.5 14.4 17.9 14.4 7.3 14.3 12.7 3.5 19.7 4.3 6.4 2.8 26.6 6.8 35.7 7.7 17.7 5.9 4.8 4.3 6.1 4.9 3.6 3.7 9.7 3.3 14.4 4.0 5.0 2.7 0.2 0.3 0.0 0.2 0.3 0.0 0.2 0.4 * * * * * * * 0.1 0.1 * 1.1 1.7 0.5 1.1 1.7 0.6 1.3 2.2 0.5 2.5 3.7 * 1.0 1.5 0.5 0.8 1.4 0.3 2.2 2.5 1.8 2.6 3.0 2.2 2.4 2.8 2.0 2.7 3.1 2.3 0.7 0.9 0.5 0.9 1.1 0.7 0.8 1.0 0.6 0.9 1.1 0.7 1.4 1.7 1.0 1.4 2.1 * 0.3 0.3 * 0.2 0.3 0.2 14.8 19.9 9.8 18.4 24.2 12.8 11.5 16.3 7.1 24.3 32.3 16.6 2.5 4.0 1.1 7.3 11.0 3.6 13.7 21.5 6.2 18.1 28.3 8.3 5.8 9.8 2.1 19.9 29.9 10.2 6.7 9.4 4.2 5.8 9.0 2.6 2.1 2.2 2.1 2.9 3.0 2.9 0.7 0.8 0.6 2.0 1.7 2.3 0.8 0.8 0.8 0.7 0.6 0.7 3.7 5.8 1.7 4.4 6.9 1.9 1.6 2.6 0.7 9.3 13.9 4.8 3.2 4.3 2.2 2.5 4.0 1.1 6.9 12.0 1.9 9.5 16.5 2.7 2.7 5.1 0.5 7.3 12.5 2.3 1.5 2.7 0.4 2.1 3.6 0.5 5.5 9.0 2.2 2.6 3.5 1.7 21.6 39.6 5.2 9.7 15.8 3.9 1.6 2.3 0.9 5.1 8.4 1.8 4.0 7.0 1.2 1.5 2.2 0.9 18.0 34.1 3.2 4.8 8.6 * 1.0 1.7 0.3 3.6 6.2 0.9 Female Male Female Both sexes Male Female Both sexes Hispanic Both sexes Male Both sexes Non-Hispanic Asian or Pacific Islander2,4 Male Female Both sexes Male Female 43 See footnotes at end of table."
2281,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Total1 Non-Hispanic white2 Female Legal intervention .
2282,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"17.2 10.3 11.3 22.0 15.2 19.6 12.6 5.6 3.2 21.8 11.9 11.4 27.1 17.2 19.4 16.7 6.8 3.7 13.2 6.8 21.3 18.3 9.9 40.3 8.5 4.1 3.8 22.0 43.8 13.1 26.7 57.7 22.8 17.5 30.5 3.8 3.0 2.0 2.6 4.6 3.4 4.7 1.6 0.8 0.8 7.8 7.9 5.9 11.1 12.7 10.2 4.3 3.0 1.5 Female Male Female Both sexes Male Female Both sexes Hispanic Male Male Both sexes Non-Hispanic Asian or Pacific Islander2,4 Both sexes Cause of death (based on International Classification of Diseases, Tenth Revision) Both sexes Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic black2 * Figure does not meet standards of reliability or precision; see Technical Notes."
2283,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Male Female Both sexes Male Female National Vital Statistics Reports, Vol."
2284,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Non-Hispanic white2 Non-Hispanic black2 Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic Asian or Pacific Islander2,4 Hispanic Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female All causes ."
2285,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Non-Hispanic white2 Non-Hispanic black2 Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic Asian or Pacific Islander2,4 Hispanic Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female 11.6 23.7 266.6 211.8 5.1 32.8 184.4 133.6 8.4 30.8 223.0 171.9 12.6 24.9 268.4 216.3 5.5 34.4 185.1 135.6 3.9 27.3 287.2 210.1 6.2 21.3 350.3 264.9 2.6 30.0 239.9 169.9 5.3 18.9 202.9 154.9 7.9 15.2 243.4 195.8 3.7 21.0 168.2 121.1 5.0 14.7 127.4 86.6 7.4 11.7 153.0 109.8 3.3 16.5 107.3 68.6 5.7 24.2 160.9 116.9 7.9 19.7 194.0 146.4 4.2 26.9 133.8 93.0 8.8 37.8 1.7 3.7 17.7 46.0 7.3 8.1 36.9 1.5 1.9 13.5 38.6 4.0 7.6 36.4 1.7 2.9 15.4 46.9 5.6 7.8 35.8 1.7 3.8 17.6 50.5 7.7 7.3 36.2 1.6 2.0 13.9 44.4 4.2 16.7 52.2 1.6 2.9 16.3 29.7 5.1 18.4 57.0 1.8 3.7 20.3 38.5 7.2 15.2 47.9 1.5 2.2 13.7 24.3 3.9 9.4 32.0 1.7 2.2 16.2 40.4 4.8 8.7 31.9 * 3.0 20.5 44.0 6.7 9.5 31.6 * * 13.0 38.2 3.5 7.3 30.0 0.7 1.9 14.1 12.1 3.3 7.8 31.4 0.8 2.3 17.8 16.8 4.7 6.8 28.6 0.7 1.6 11.4 9.0 2.4 7.9 32.3 1.0 1.4 11.4 17.7 3.4 8.5 34.2 1.1 2.0 13.4 21.7 4.5 7.2 30.4 0.9 0.9 10.0 14.9 2.7 14.5 8.3 7.6 3.4 11.1 5.9 14.6 8.2 7.9 3.8 7.6 3.7 10.2 5.1 5.5 2.5 39.2 29.7 45.3 36.0 33.5 24.0 3.2 1.3 4.5 2.3 2.2 0.5 14.9 7.5 20.8 12.7 9.4 2.9 1.1 0.9 1.0 1.2 0.9 1.0 1.0 0.9 1.5 * * 0.7 0.9 0.6 1.0 1.1 0.9 16.3 11.3 12.2 15.2 10.1 26.2 31.4 22.9 16.0 17.2 15.2 8.3 9.8 7.2 11.4 13.4 9.9 ... 0.8 0.3 ... 0.6 0.9 ... 1.8 * ... * 0.2 ... 0.4 0.3 ... 0.6 4.4 3.7 3.1 3.3 2.8 8.6 9.4 7.8 3.5 3.6 3.4 3.0 3.2 2.7 3.3 3.6 3.0 3.4 3.0 3.2 3.4 3.0 3.7 4.1 3.3 3.8 4.0 3.7 2.1 2.2 2.0 2.7 2.8 2.6 9.6 8.1 9.3 9.9 8.5 11.3 12.7 9.9 10.4 11.2 9.8 3.2 3.4 3.0 5.2 6.2 4.3 58.7 28.7 49.0 65.2 33.6 38.2 56.8 22.6 77.1 104.3 51.7 16.0 21.9 11.0 28.6 41.5 16.1 16.7 11.1 6.4 7.3 11.8 9.9 17.0 12.1 6.8 8.2 12.7 4.2 19.9 6.1 6.3 3.0 26.7 8.9 36.2 11.0 17.7 7.2 4.9 5.2 6.3 6.8 3.6 4.1 10.2 5.8 15.2 7.5 5.2 4.4 National Vital Statistics Reports, Vol."
2286,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic black2 Both sexes Male Female Both sexes Male Female Both sexes 0.2 0.3 0.0 0.2 0.3 0.0 0.2 1.1 1.7 0.5 1.1 1.6 0.6 2.0 2.5 1.5 2.1 2.7 0.8 0.9 0.6 0.7 14.8 19.8 9.8 13.3 21.1 2.0 Non-Hispanic Asian or Pacific Islander2,4 Female Both sexes Male Female Both sexes Male Female Both sexes Male Female 0.4 * * * * * * * 0.0 0.1 * 1.3 2.2 0.5 2.5 3.7 * 1.0 1.5 0.5 0.8 1.4 0.3 1.6 2.6 3.3 2.0 3.0 3.4 2.6 0.8 1.1 0.6 1.2 1.5 0.9 1.0 0.6 1.5 2.1 1.0 1.5 2.3 * 0.3 0.4 * 0.4 0.4 0.3 18.8 24.6 13.0 11.5 16.7 7.0 25.1 33.4 17.1 2.3 3.7 1.0 7.7 11.5 3.8 6.0 17.0 26.6 7.8 5.8 10.0 2.1 20.0 30.3 10.2 6.5 9.2 4.0 6.2 9.9 2.6 2.1 2.0 2.7 2.7 2.6 0.7 0.8 0.6 2.1 1.9 2.3 0.7 0.8 0.8 0.7 0.7 0.7 3.7 5.8 1.7 4.5 7.0 2.0 1.6 2.5 0.7 9.0 13.6 4.5 3.1 4.3 2.1 2.6 4.2 1.0 6.5 11.6 1.8 8.6 15.1 2.6 2.7 5.3 0.5 7.5 12.9 2.5 1.4 2.6 0.4 2.2 4.0 0.5 5.7 9.1 2.2 2.6 3.6 1.7 20.9 37.6 5.1 9.8 16.0 3.9 1.5 2.2 0.9 4.9 7.9 1.8 4.2 0.2 7.1 0.3 1.2 0.0 1.6 0.1 2.2 0.3 0.9 * 17.3 0.3 32.2 0.5 3.1 * 4.8 * 8.6 * * * 1.0 * 1.6 * 0.3 * 3.3 0.2 5.6 0.3 0.9 * 0.7 0.8 0.7 0.7 0.8 0.7 1.1 1.3 0.9 * * * 0.4 0.4 0.3 0.5 0.5 0.4 17.2 9.1 11.1 21.9 13.6 19.4 12.5 5.0 3.2 22.1 9.6 10.6 27.5 13.8 18.0 16.7 5.6 3.6 13.2 6.7 20.7 18.7 10.3 38.6 8.4 3.9 3.8 22.8 45.6 13.3 27.6 60.9 23.0 18.1 31.5 4.0 2.8 1.9 2.5 4.3 3.4 4.4 1.6 0.7 0.8 8.2 9.9 5.8 11.7 16.9 10.1 4.7 3.5 1.5 Male * Figure does not meet standards of reliability or precision; see Technical Notes."
2287,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Race and Hispanic-origin categories are consistent with 1977 Office of Management and Budget (OMB) standards] Total1 Non-Hispanic white2,3 Non-Hispanic black2,3 Year Both sexes Male Female Both sexes Male 2015. ."
2288,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Female Both sexes Hispanic3 Female Both sexes Male Female 12.75 12.33 12.48 12.80 13.13 13.08 14.60 14.37 15.04 14.98 15.75 15.65 15.70 15.39 15.53 15.50 ------------- 10.67 10.39 10.73 10.35 10.80 10.85 11.49 11.88 12.43 12.53 12.76 12.70 12.57 13.23 12.49 12.66 ------------- 5.20 5.22 5.27 5.30 5.25 5.47 5.43 5.66 5.71 5.52 5.81 5.62 5.79 5.64 5.49 5.64 ------------- 5.56 5.63 5.65 5.76 5.59 5.96 5.86 6.16 6.17 5.99 6.34 6.10 6.32 6.14 5.99 6.04 ------------- 4.83 4.79 4.88 4.83 4.90 4.96 4.98 5.13 5.23 5.03 5.25 5.12 5.24 5.11 4.97 5.22 ------------- 8.16 8.13 8.16 8.30 8.53 8.32 9.34 9.24 9.82 9.85 10.33 10.21 10.47 10.07 10.16 10.35 ------------- 7.02 6.87 7.14 6.83 7.14 7.09 7.46 7.64 8.09 8.32 8.44 8.48 8.42 8.83 8.20 8.34 ------------- 3.73 3.67 3.73 3.71 3.67 3.73 3.63 3.81 3.82 3.79 3.92 3.84 3.95 3.80 3.65 3.74 ------------- 4.02 3.98 3.99 4.05 3.87 4.07 3.89 4.16 4.12 4.07 4.29 4.17 4.24 4.13 4.08 4.01 ------------- 3.42 3.34 3.45 3.35 3.46 3.37 3.36 3.45 3.51 3.49 3.52 3.49 3.65 3.45 3.21 3.45 ------------- Male National Vital Statistics Reports, Vol."
2289,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Race and Hispanic-origin categories are consistent with 1977 Office of Management and Budget (OMB) standards] Total1 Non-Hispanic white2,3 Year Both sexes Male Female Both sexes Male 2015. ."
2290,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"1.96 1.88 1.93 1.97 2.01 2.10 2.22 2.32 2.34 2.24 2.34 2.27 2.23 2.31 2.31 2.28 3.38 4.13 4.93 7.31 8.71 18.27 2.17 2.07 2.15 2.16 2.22 2.32 2.48 2.54 2.58 2.48 2.63 2.53 2.52 2.58 2.55 2.51 3.76 4.62 5.41 8.10 9.41 19.89 1.74 1.68 1.70 1.76 1.79 1.87 1.94 2.08 2.07 1.98 2.03 2.00 1.94 2.03 2.06 2.04 2.97 3.61 4.42 6.49 7.98 16.55 1.67 1.58 1.63 1.66 1.71 1.76 1.83 1.99 1.98 1.91 1.98 1.92 1.86 1.94 1.90 1.88 ------------- 1.89 1.78 1.86 1.84 1.90 1.96 2.07 2.20 2.23 2.11 2.43 2.15 2.11 2.22 2.13 2.11 ------------- Female Non-Hispanic black2,3 Both sexes Male Postneonatal mortality rate 1.43 4.13 4.59 1.37 3.86 4.21 1.38 3.96 4.31 1.47 4.02 4.49 1.50 4.14 4.60 1.56 4.28 4.77 1.57 4.65 5.26 1.76 4.69 5.12 1.72 4.79 5.22 1.68 4.68 5.13 1.55 4.88 5.41 1.68 4.84 5.45 1.59 4.70 5.23 1.64 4.87 5.32 1.66 4.83 5.36 1.63 4.74 5.15 ------------------------------------- Hispanic3 Female Both sexes Male Female 3.65 3.51 3.59 3.52 3.67 3.77 4.03 4.23 4.34 4.21 4.32 4.22 4.15 4.40 4.28 4.32 ------------- 1.47 1.55 1.54 1.60 1.58 1.74 1.80 1.84 1.89 1.73 1.89 1.78 1.84 1.84 1.84 1.90 ------------- 1.54 1.66 1.66 1.71 1.72 1.89 1.96 2.00 2.05 1.92 2.05 1.93 2.08 2.01 1.92 2.02 ------------- 1.41 1.45 1.43 1.47 1.44 1.59 1.62 1.68 1.72 1.53 1.73 1.63 1.59 1.66 1.76 1.77 ------------- --- Data not available."
2291,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female .
2292,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"In 2015, the District of Columbia and all states except West Virginia had a separate question related to pregnancy status of female decedents around the time of their death."
2293,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2294,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2295,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2296,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2297,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Male Female 19,116,557 9,127,211 9,989,346 219,985 112,823 107,162 919,528 470,827 448,701 1,169,179 594,704 574,475 1,175,527 590,124 585,403 1,171,680 592,163 579,517 1,406,503 714,197 692,306 1,627,527 795,478 832,049 1,635,547 775,530 860,017 1,526,274 712,983 813,291 1,513,862 709,691 804,171 Hispanic ."
2298,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2299,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"10,334,929 10,963,847 10,597,567 9,117,180 7,596,190 5,296,158 Female."
2300,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6,609,912 7,489,701 7,603,227 6,814,088 5,890,546 Female."
2301,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"1,240,517 1,291,152 1,200,683 Female."
2302,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"628,159 572,473 511,691 Female."
2303,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"1,776,857 1,524,204 1,201,879 Female."
2304,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2305,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For example, suppose that the male age-adjusted death rate for Malignant neoplasms of trachea, bronchus, and lung (lung cancer) is 65.1 per 100,000 U.S. standard population in the previous data year (R1) and 63.6 per 100,000 U.S. standard population in the current data year (R2)."
2306,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6, November 27, 2017 Because z = 4.83 > 1.96, the decrease from the previous data year to the current data year in the male age-adjusted death rate for lung cancer is statistically significant."
2307,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"In Excel, the following formulas can be used to calculate lower and upper 95% confidence limits for the number of deaths and crude and age-specific death rates: 71 the death rate, 39.5, such that L(R) = L(39.5) = 0.742219 x 39.5 = 29.3 and U(R) = U(39.5) = 1.318375 x 39.5 = 52.1 These confidence limits indicate that the chances are 95 in 100 that the actual death rate for non-Hispanic AIAN females aged 1-4 is between 29.3 and 52.1 per 100,000."
2308,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For example, suppose that non-Hispanic AIAN females aged 1-4 have a death rate (R1) of 39.5 based on 50 deaths, and nonHispanic API females aged 1-4 have a death rate (R2) of 20.1 per 100,000 based on 86 deaths."
